PWO_J23_irr	
Wavelength (nm)	%T
343	0.0564480014
342.5	0.0328679159
342	0.0151915755
341.5	0.0084068067
341	0.001846047
340.5	-0.0019802393
340	-0.0048781494
339.5	-0.0050141383
339	-0.0063777762
338.5	-0.0085866116
338	-0.0095747644
337.5	-0.0080952356
337	-0.0086513702
336.5	-0.0083698239
336	-0.0135773635
335.5	-0.0073570032
335	-0.010550064
334.5	-0.0099519491
334	-0.0109919813
333.5	-0.0110822003
333	-0.0102707837
332.5	-0.0137083931
332	-0.0108034536
331.5	-0.0066197552
331	-0.0091314204
330.5	-0.0080062728
330	-0.0064242641
329.5	-0.0082212128
329	-0.0062007415
328.5	-0.0115239173
328	-0.0092832791
327.5	-0.0081944298
327	-0.0063087428
326.5	-0.0115888342
326	-0.0085228905
325.5	-0.0097349472
325	-0.0147149405
