PWO_J33_before	
Wavelength (nm)	%T
553.5	65.76470947
553	65.74542236
552.5	65.69281006
552	65.70044708
551.5	65.68122101
551	65.66724396
550.5	65.62567139
550	65.61666107
549.5	65.60005188
549	65.55791473
548.5	65.54018402
548	65.54769897
547.5	65.50279999
547	65.50223541
546.5	65.4437027
546	65.44681549
545.5	65.42707062
545	65.43611145
544.5	65.39994812
544	65.39681244
543.5	65.37256622
543	65.3518219
542.5	65.35650635
542	65.31529236
541.5	65.30210876
541	65.29915619
540.5	65.28811646
540	65.2625351
539.5	65.2428894
539	65.21074677
538.5	65.20250702
538	65.19681549
537.5	65.18647003
537	65.14176941
536.5	65.1336441
536	65.08263397
535.5	65.08718872
535	65.05912781
534.5	65.04627228
534	65.03639984
533.5	65.03200531
533	65.00386047
532.5	64.9670639
532	64.97755432
531.5	64.98229218
531	64.95270538
530.5	64.89694977
530	64.85297394
529.5	64.86358643
529	64.83087158
528.5	64.80693054
528	64.77848053
527.5	64.74987793
527	64.73815918
526.5	64.70657349
526	64.71716309
525.5	64.66322327
525	64.65856934
524.5	64.63499451
524	64.61128235
523.5	64.57578278
523	64.55608368
522.5	64.55125427
522	64.54197693
521.5	64.51589966
521	64.47971344
520.5	64.45515442
520	64.42189789
519.5	64.42824554
519	64.40637207
518.5	64.34501648
518	64.35695648
517.5	64.31693268
517	64.30376434
516.5	64.23828888
516	64.25068665
515.5	64.21211243
515	64.18744659
514.5	64.17649078
514	64.17154694
513.5	64.10798645
513	64.10255432
512.5	64.05738831
512	64.04798889
511.5	64.04447174
511	64.01657867
510.5	63.99783325
510	63.94947052
509.5	63.90149689
509	63.8832016
508.5	63.85561371
508	63.83701706
507.5	63.84915543
507	63.82328796
506.5	63.76543808
506	63.73197556
505.5	63.71244049
505	63.67338943
504.5	63.68318176
504	63.63793564
503.5	63.62038803
503	63.60357285
502.5	63.5720253
502	63.52608871
501.5	63.50371933
501	63.48369598
500.5	63.45504379
500	63.41728973
499.5	63.40520859
499	63.3498497
498.5	63.33418655
498	63.32149506
497.5	63.26413727
497	63.26654434
496.5	63.229496
496	63.20180893
495.5	63.18488312
495	63.13184357
494.5	63.10015869
494	63.08061981
493.5	63.04000473
493	63.02135086
492.5	63.00802231
492	62.95037842
491.5	62.94537735
491	62.91540146
490.5	62.88352203
490	62.82833862
489.5	62.81805801
489	62.78423691
488.5	62.72239685
488	62.71011734
487.5	62.7002182
487	62.63505936
486.5	62.62376785
486	62.59731674
485.5	62.56465912
485	62.52689362
484.5	62.50530624
484	62.47698593
483.5	62.43723679
483	62.40523529
482.5	62.3787384
482	62.33240509
481.5	62.31137466
481	62.27898407
480.5	62.24321747
480	62.19380951
479.5	62.19354248
479	62.13696671
478.5	62.0929718
478	62.05664444
477.5	62.029953
477	62.00750351
476.5	61.97508621
476	61.93929291
475.5	61.92465973
475	61.86993027
474.5	61.83913422
474	61.80806732
473.5	61.76639938
473	61.73709488
472.5	61.6879158
472	61.66500473
471.5	61.64475632
471	61.59122467
470.5	61.56002426
470	61.52078629
469.5	61.49650192
469	61.44347382
468.5	61.40090942
468	61.35320663
467.5	61.34183884
467	61.31268311
466.5	61.26063538
466	61.22090149
465.5	61.18115616
465	61.13228607
464.5	61.10884094
464	61.07530594
463.5	61.02502441
463	60.99692154
462.5	60.95535278
462	60.92466736
461.5	60.90070724
461	60.83722687
460.5	60.81401825
460	60.76724625
459.5	60.73931885
459	60.66927338
458.5	60.62308502
458	60.5801239
457.5	60.55277634
457	60.50834656
456.5	60.46253967
456	60.41571045
455.5	60.39273834
455	60.33050537
454.5	60.28454971
454	60.26581955
453.5	60.23404694
453	60.19249725
452.5	60.1256485
452	60.08508301
451.5	60.05326462
451	60.00343704
450.5	59.96199799
450	59.90102386
449.5	59.86328888
449	59.80017853
448.5	59.76147079
448	59.73233032
447.5	59.66913223
447	59.62013626
446.5	59.55485535
446	59.51610184
445.5	59.47642899
445	59.4161644
444.5	59.38176346
444	59.33990479
443.5	59.28705215
443	59.22471237
442.5	59.16868591
442	59.12677002
441.5	59.06455612
441	59.02541351
440.5	58.98853683
440	58.90867615
439.5	58.87233734
439	58.81097794
438.5	58.75962448
438	58.71120071
437.5	58.63702393
437	58.56934738
436.5	58.53017426
436	58.46170807
435.5	58.427845
435	58.36533737
434.5	58.27705765
434	58.23180771
433.5	58.17688751
433	58.09764099
432.5	58.07506943
432	57.997715
431.5	57.95990372
431	57.87498856
430.5	57.80702209
430	57.73705292
429.5	57.67124176
429	57.62284851
428.5	57.56324387
428	57.45979691
427.5	57.39479065
427	57.34922409
426.5	57.25814056
426	57.20572662
425.5	57.14469528
425	57.06189346
424.5	56.97812271
424	56.9162178
423.5	56.83400726
423	56.79359436
422.5	56.70022202
422	56.64274216
421.5	56.57712936
421	56.4732666
420.5	56.40657425
420	56.33503723
419.5	56.26974869
419	56.15660095
418.5	56.11602783
418	56.01437759
417.5	55.93997192
417	55.85395813
416.5	55.75574112
416	55.68200302
415.5	55.60189438
415	55.5213089
414.5	55.45426559
414	55.3447113
413.5	55.24081039
413	55.17042923
412.5	55.08192062
412	55.00177002
411.5	54.90911102
411	54.84616089
410.5	54.72320175
410	54.6445961
409.5	54.53246307
409	54.42597198
408.5	54.35674667
408	54.26794434
407.5	54.18675613
407	54.10270691
406.5	53.99162674
406	53.90335846
405.5	53.80294418
405	53.66696167
404.5	53.59104919
404	53.49938202
403.5	53.39627838
403	53.27422714
402.5	53.14844894
402	53.02844238
401.5	52.95259476
401	52.8518219
400.5	52.72558212
400	52.63974762
399.5	52.49824524
399	52.4119072
398.5	52.28257751
398	52.17259979
397.5	52.05402374
397	51.92279816
396.5	51.8098526
396	51.69649124
395.5	51.57201385
395	51.44773102
394.5	51.34251785
394	51.21260834
393.5	51.07756424
393	50.95465088
392.5	50.81764984
392	50.69710159
391.5	50.54687119
391	50.42805099
390.5	50.28554153
390	50.15760803
389.5	49.9929924
389	49.88814163
388.5	49.73715591
388	49.58312225
387.5	49.4714241
387	49.33485031
386.5	49.1633606
386	48.99898529
385.5	48.87395477
385	48.68451691
384.5	48.55254745
384	48.40127182
383.5	48.21700287
383	48.06040955
382.5	47.90140915
382	47.75717926
381.5	47.55777359
381	47.41463852
380.5	47.20027924
380	47.01062012
379.5	46.85121155
379	46.6597023
378.5	46.51387405
378	46.28713608
377.5	46.10826492
377	45.89170837
376.5	45.65596771
376	45.46812057
375.5	45.23235321
375	44.99186325
374.5	44.77515793
374	44.50634384
373.5	44.25460815
373	43.9717865
372.5	43.68054962
372	43.3931427
371.5	43.07624817
371	42.74467087
370.5	42.40155029
370	42.03232193
369.5	41.68774796
369	41.30140305
368.5	40.85033417
368	40.39299011
367.5	39.91545105
367	39.42290115
366.5	38.92975235
366	38.40851593
365.5	37.8123703
365	37.21102142
364.5	36.54885101
364	35.86064148
363.5	35.15018463
363	34.39202499
362.5	33.61299515
362	32.77402878
361.5	31.90409851
361	31.0485878
360.5	30.07883453
360	29.08870316
359.5	28.08548546
359	27.00908852
358.5	25.93103027
358	24.78524208
357.5	23.64082718
357	22.45500565
356.5	21.24558449
356	20.01712036
355.5	18.75619316
355	17.52235985
354.5	16.27525902
354	15.00290298
353.5	13.7793169
353	12.57432365
352.5	11.37892914
352	10.23457909
351.5	9.142638206
351	8.078777313
350.5	7.092119217
350	6.165810585
349.5	5.296558857
349	4.51402235
348.5	3.79280901
348	3.159570217
347.5	2.59236145
347	2.101406336
346.5	1.683283567
346	1.317539096
345.5	1.016824841
345	0.7743861675
344.5	0.5777525306
344	0.4252013266
343.5	0.2999407053
343	0.2071861178
342.5	0.1380796432
342	0.0926625133
341.5	0.057658039
341	0.0324037448
340.5	0.0144273331
340	0.0037480418
339.5	0.0019423673
339	-0.0032884367
338.5	-0.0058514443
338	-0.0077031427
337.5	-0.0095047671
337	-0.0069991285
336.5	-0.0072059883
336	-0.0089071924
335.5	-0.0078666005
335	-0.0067031761
334.5	-0.0080516115
334	-0.0095206238
333.5	-0.0116944993
333	-0.008527061
332.5	-0.0102460384
332	-0.0088994484
331.5	-0.0076180799
331	-0.0096035479
330.5	-0.0063060266
330	-0.0080295354
329.5	-0.0126612736
329	-0.0085335886
328.5	-0.0056816172
328	-0.0093105156
327.5	-0.0071940655
327	-0.008917693
326.5	-0.0076007368
326	-0.0118018594
325.5	-0.007019043
325	-0.0083979303
