nm, %T_slow_20171215, %T_fast_20171215, E1_fast_20171215, E1_empty_fast_20171215,result_fast_20171215, E1_slow_20171215, E1_empty_slow_20171215,result_slow_20171215, %T_fast_20171218, %T_slow_20171218, E1_fast_20171218, E1_empty_fast_20171218,result_fast_20171218
270,-0.005474,-0.01884,0.0009,11.7881,0.007634818,0.0008,11.8053,0.006776617,-0.011934,-0.003137,0.0021,12.0043,0.0174937314
269,-0.007394,-0.016286,-0.002,12.0277,-0.016628283,0.0002,12.051,0.001659613,-0.01707,-0.002022,0.0042,12.2568,0.0342666928
268,-0.007492,-0.021109,-0.0027,12.2681,-0.022008298,-0.0003,12.2949,-0.002440036,-0.015344,-0.002426,0.002,12.5014,0.0159982082
267,-0.008391,-0.01777,-0.0009,12.5324,-0.007181386,-0.0003,12.5556,-0.002389372,-0.011491,-0.002322,0.0018,12.77,0.0140955364
266,-0.006463,-0.017858,0.0007,12.8184,0.0054609,-0.0003,12.8367,-0.002337049,-0.014702,-0.004843,0.0024,13.0497,0.0183912274
265,-0.007168,-0.017644,-0.0023,13.1064,-0.017548679,0.0003,13.1187,0.002286812,-0.01329,-0.004637,0.0039,13.3304,0.0292564364
264,-0.007561,-0.02105,-0.0016,13.3757,-0.011961991,0.0004,13.3909,0.002987103,-0.015901,-0.002417,0.0018,13.61,0.0132255694
263,-0.00705,-0.021043,-0.0002,13.6463,-0.001465599,-0.0001,13.6662,-0.000731732,-0.012366,-0.003219,0.0025,13.8904,0.0179980418
262,-0.006944,-0.016497,0.0006,13.9227,0.004309509,-0.0001,13.9356,-0.000717587,-0.018586,-0.006836,0.0033,14.1661,0.0232950494
261,-0.005931,-0.021395,-0.0025,14.1907,-0.017617172,0.0002,14.2051,0.001407945,-0.01646,-0.005122,0.004,14.4509,0.0276799369
260,-0.009346,-0.022088,-0.0005,14.4691,-0.00345564,0.001,14.4862,0.006903122,-0.013033,-0.003814,0.0014,14.7321,0.0095030579
259,-0.007531,-0.019557,0.0002,14.7559,0.00135539,0.0006,14.7768,0.004060419,-0.008817,-0.003812,0.0021,15.0296,0.0139724277
258,-0.009527,-0.01513,-0.0014,15.0602,-0.009296025,0.0003,15.081,0.001989258,-0.013921,-0.004011,0.0033,15.344,0.0215067779
257,-0.006615,-0.022424,-0.003,15.3804,-0.019505344,0.0005,15.3965,0.003247491,-0.014017,-0.005814,0.0028,15.6682,0.0178705914
256,-0.006612,-0.018027,-0.0009,15.6925,-0.005735224,0.0003,15.7154,0.001908956,-0.01391,-0.004807,0.001,15.9989,0.0062504297
255,-0.007815,-0.019104,0.0013,16.0205,0.008114603,0.0006,16.0432,0.003739902,-0.015811,-0.005608,0.002,16.3264,0.012250098
254,-0.006407,-0.018504,-0.0013,16.3358,-0.007957982,0.0001,16.3566,0.000611374,-0.014003,-0.003004,0.0039,16.6556,0.0234155479
253,-0.006509,-0.023006,-0.0026,16.6163,-0.015647286,0.0002,16.6431,0.001201699,-0.008401,-0.001302,0.0021,16.945,0.0123930363
252,-0.005207,-0.015006,-0.0007,16.8686,-0.004149722,0,16.8953,0,-0.0057,-0.003005,0.0011,17.2038,0.0063939362
251,-0.003104,-0.011307,0.0006,17.0933,0.003510147,0.0001,17.1228,0.000584017,-0.008,-0.003905,0.003,17.4225,0.0172191132
250,-0.003305,-0.010304,-0.002,17.2965,-0.011563033,0.0002,17.3178,0.001154881,-0.004102,-0.001702,0.0041,17.6244,0.0232632033
